# epoch: 0 
#1	sgen153scaling	line194	line42	line44	line99	
0.24	22.631145968833945	16.462622692896435	19.535195363290338	14.554161181593658	
0.12	11.545847681445496	5.314617683775819	8.39873496429334	3.3720228653123794	
0.4	36.98704638072247	30.914588686918066	33.945257926432376	29.03854055923966	
0.28	26.26517470223074	20.121675058763007	23.183888041367787	18.222271069165263	
0.78	69.3898480788152	63.506905878142405	66.44827273293275	61.68824642427329	
0.25	23.542553210947485	17.380333403276776	20.450358936699025	15.4742255979336	
0.71	63.57761646122639	57.66276082465889	60.61959288100623	55.83503602701776	
0.86	75.95617620882813	70.10862343226933	73.03252518563517	68.29929312912523	
0.67	60.22692565820576	54.293509169484565	57.25915547819318	52.46009582783573	
0.15	14.34158919619804	8.118767143534598	11.208325989399405	6.184726598050904	
0.5700000000000001	51.751028107678984	45.76907174363548	48.75766377366188	43.92092359838548	
0.71	63.57761646122639	57.66276082465889	60.61959288100623	55.83503602701776	
0.98	85.66371681399882	79.86617277240785	82.76557931051089	78.07005607784527	
0.14	13.411261024840185	7.184070614217192	10.273419142694037	5.246667211515065	
0.54	49.17929274492988	43.18213743258134	46.177873768895864	41.32937097025761	
0.48	43.99351466908728	37.96500555622877	40.975396578926606	36.10264236951524	
0.8300000000000001	73.50302813975983	67.64240687317344	70.57275948258072	65.82962865579725	
0.2	18.966063599197653	12.772267638278043	15.854378386343058	10.853587587502235	
0.22	20.802496436866548	14.62131761187424	17.698829245806973	12.707926893555927	
0.71	63.57761646122639	57.66276082465889	60.61959288100623	55.83503602701776	
0.66	59.385799239734446	53.44766880644389	56.41555062831869	51.61280767977829	
0.37	34.331156768155914	28.241535516692544	31.28000510755065	26.360030615760817	
0.53	48.318958144171404	42.31666727690097	45.31481216884543	40.46233586663869	
0.88	77.58561916081841	71.7466485368653	74.66633680784506	69.93958396205441	
0.86	75.95617620882813	70.10862343226933	73.03252518563517	68.29929312912523	
0.39	36.1035183075231	30.025382467214577	33.05864126754677	28.147537876193617	
0.5	45.72850030972512	39.71058855363041	42.716040555972114	37.85148105197383	
0.5	45.72850030972512	39.71058855363041	42.716040555972114	37.85148105197383	
0.92	80.83046646385576	75.00835738043347	77.91979296934565	73.20574702578048	
0.93	81.63880653537124	75.82085124005296	78.73025326621585	74.0193386159126	
0.55	50.03807387470911	44.04601919758937	47.03936055181905	42.19480472153556	
0.59	53.45792431835815	47.48593188295275	50.46982855215562	45.64080177371383	
0.6900000000000001	61.90501129035434	55.98093356270728	58.942147344643125	54.1503846551056	
0.6	54.30913243179754	48.342072610924916	51.32364172493775	46.4984340605829	
0.97	84.86094472378505	79.05936536594928	81.96074836516823	77.26218170331663	
0.58	52.6052270799116	46.628269266753385	49.614506891551535	44.78163604239923	
0.3	28.07068079737749	21.939464134243376	24.996397458713236	20.044284725290662	
0.46	42.251989428664835	36.21273141450703	39.22811495165413	34.34705102124298	
0.36	33.442294332989334	27.34686482158078	30.387954175284253	25.46349361246916	
0.61	55.15886389885305	49.19670432917805	52.17595923355641	47.35454601802325	
0.5700000000000001	51.751028107678984	45.76907174363548	48.75766377366188	43.92092359838548	
0.75	66.90674067719337	61.01006792886611	63.95820750134256	59.18779675993229	
0.17	16.196972234803113	9.984911664161361	13.072615979509328	8.057414665856204	
0.99	86.4654008539552	80.67186910006822	83.56931029742029	78.87681335034759	
0.02	2.3613868852269055	4.450526794010033	1.4964929112621455	6.324458542764805	
0.42	38.74886968723255	32.68764186519982	35.713166446261425	30.81512454865844	
0.14	13.411261024840185	7.184070614217192	10.273419142694037	5.246667211515065	
0.73	65.24483045766479	59.33908274449612	62.29158322346766	57.51414305737619	
0.29	27.16887809574941	21.031541228425215	24.091117990183093	19.134271068815558	
0.63	56.853946159830706	50.90149155352152	53.87615783289653	49.06226064775835	
0.9500000000000001	83.25210269441482	77.44238274975397	80.34775242450418	75.64304691072678	
0.44	40.50381236116358	34.453649592761614	37.47407816440968	32.5845861767396	
0.97	84.86094472378505	79.05936536594928	81.96074836516823	77.26218170331663	
0.05	5.008430148207575	1.708591465022375	1.9008976208843287	3.4358475889551814	
0.5700000000000001	51.751028107678984	45.76907174363548	48.75766377366188	43.92092359838548	
0.38	35.21822660490515	29.134369750850276	32.170228890536016	27.25470662376179	
0.85	75.13966748391697	69.2877848578848	72.21382407862376	67.47731187346383	
0.62	56.0071310683242	50.04983977659817	53.026793757296986	48.209150609231784	
0.21	19.88525134947774	13.697748325382305	16.777615143844077	11.781763477984336	
0.2	18.966063599197653	12.772267638278043	15.854378386343058	10.853587587502235	
0.13	12.479299966207716	6.249008615211829	9.33682433246641	4.3084791112383405	
0.76	67.73573367675067	61.84366673126311	64.7895346842917	60.0226064969174	
0.73	65.24483045766479	59.33908274449612	62.29158322346766	57.51414305737619	
0.31	28.970594847146536	22.84545460357052	25.89974103103401	20.952326377445154	
0.09	8.739040331853406	2.5493647911957673	5.579663344177554	0.7494867245848283	
0.76	67.73573367675067	61.84366673126311	64.7895346842917	60.0226064969174	
0.18	17.12190383243102	10.915767121125226	14.001862383404365	8.991342833758784	
0.02	2.3613868852269055	4.450526794010033	1.4964929112621455	6.324458542764805	
0.98	85.66371681399882	79.86617277240785	82.76557931051089	78.07005607784527	
0.8	71.03886922797794	65.16493825440479	68.1018591324387	63.34865179271446	
0.1	9.675360840662067	3.4577594616573495	6.519481402920374	1.5349459972882018	
0.06	5.935182043395912	1.0238091864681778	2.787519519350324	2.4903185921792375	
0.52	47.457056815094944	41.44959500842884	44.45016203636389	39.59368535237239	
0.42	38.74886968723255	32.68764186519982	35.713166446261425	30.81512454865844	
0.93	81.63880653537124	75.82085124005296	78.73025326621585	74.0193386159126	
0.11	10.611104970939275	4.382843660577874	7.45945533436267	2.442058739150896	
0.07	6.867611391275334	1.0153510797721095	3.7083634736530273	1.5716091247753774	
0.66	59.385799239734446	53.44766880644389	56.41555062831869	51.61280767977829	
0.55	50.03807387470911	44.04601919758937	47.03936055181905	42.19480472153556	
0.2	18.966063599197653	12.772267638278043	15.854378386343058	10.853587587502235	
0.34	31.659134230921254	25.55195499034053	28.598307766676122	23.664771593869293	
0.44	40.50381236116358	34.453649592761614	37.47407816440968	32.5845861767396	
0.45	41.37873945118286	35.334048816767464	38.35194838722559	33.46668543541354	
0.8	71.03886922797794	65.16493825440479	68.1018591324387	63.34865179271446	
0.51	46.59357537340673	40.58090676652021	43.58390950476869	38.723405207946286	
0.44	40.50381236116358	34.453649592761614	37.47407816440968	32.5845861767396	
0.49	44.86181799208506	38.838626237864574	41.84654102065129	36.977898340893475	
0.62	56.0071310683242	50.04983977659817	53.026793757296986	48.209150609231784	
0.02	2.3613868852269055	4.450526794010033	1.4964929112621455	6.324458542764805	
0.73	65.24483045766479	59.33908274449612	62.29158322346766	57.51414305737619	
0.28	26.26517470223074	20.121675058763007	23.183888041367787	18.222271069165263	
0.92	80.83046646385576	75.00835738043347	77.91979296934565	73.20574702578048	
0.62	56.0071310683242	50.04983977659817	53.026793757296986	48.209150609231784	
0.84	74.32195465329383	68.4657159591306	71.39390542069815	66.65409368585024	
0.19	18.044942463238144	11.844918706191175	14.929123597484804	9.923429804741144	
0.48	43.99351466908728	37.96500555622877	40.975396578926606	36.10264236951524	
0.37	34.331156768155914	28.241535516692544	31.28000510755065	26.360030615760817	
0.29	27.16887809574941	21.031541228425215	24.091117990183093	19.134271068815558	
0.41000000000000003	37.86882534006033	31.802003466866346	34.830094479305664	29.927730780480278	
